sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.italská liga,2024-11-10,Reggiana,Catanzaro,2.0,2.0,2.16,3.04,3.63,draw
Fotbal,2.italská liga,2024-11-23,Bari,Cittadella,,,1.86,3.25,4.2,draw
Fotbal,2.italská liga,2024-11-23,Cremonese,Frosinone,,,1.77,3.38,4.46,draw
Fotbal,2.italská liga,2024-11-23,Palermo,Sampdoria_Genoa,,,2.09,3.12,3.47,draw
Fotbal,2.italská liga,2024-11-23,Spezia,Sudtirol_Bolzano_FC,,,1.81,3.08,4.79,draw
Fotbal,2.italská liga,2024-11-23,Catanzaro,Mantova,2.0,2.0,1.93,3.34,4.07,draw
Fotbal,2.italská liga,2024-11-23,Juve_Stabia,Brescia,0.0,0.0,2.04,3.28,3.71,draw
Fotbal,2.italská liga,2024-11-23,Cesena,Reggiana,1.0,1.0,1.72,3.48,5.08,draw
Fotbal,2.italská liga,2024-11-24,Palermo,Sampdoria_Genoa,1.0,1.0,1.99,3.34,3.78,draw
Fotbal,2.italská liga,2024-11-30,Brescia,Bari,1.0,1.0,2.74,3.05,2.67,draw
Fotbal,2.italská liga,2024-11-30,Sampdoria_Genoa,Catanzaro,3.0,3.0,2.1,3.17,3.63,draw
Fotbal,2.italská liga,2024-12-01,Pisa_AC,Cosenza,2.0,2.0,2.01,3.11,4.06,draw
Fotbal,2.italská liga,2024-12-07,Modena,Salernitana,1.0,1.0,1.98,3.12,4.18,draw
Fotbal,2.italská liga,2024-12-14,Brescia,Carrarese,,,2.08,3.28,3.57,draw
Fotbal,2.italská liga,2024-12-14,Cittadella,Cremonese,,,3.75,3.27,2.03,draw
Fotbal,2.italská liga,2024-12-14,Palermo,Catanzaro,,,1.88,3.47,4.12,draw
Fotbal,2.italská liga,2024-12-14,Sudtirol_Bolzano_FC,Mantova,2.0,2.0,2.1,3.0,3.87,draw
Fotbal,2.italská liga,2024-12-15,Brescia,Carrarese,0.0,0.0,2.1,3.05,3.78,draw
Fotbal,2.italská liga,2024-12-15,Cittadella,Cremonese,0.0,0.0,4.08,3.34,1.93,draw
Fotbal,2.italská liga,2024-12-20,Salernitana,Brescia,0.0,0.0,2.23,3.07,3.4,draw
Fotbal,2.italská liga,2024-12-22,Cremonese,Sampdoria_Genoa,1.0,1.0,1.83,3.41,4.44,draw
Fotbal,2.italská liga,2024-12-29,Cremonese,Brescia,1.0,1.0,1.68,3.66,5.04,draw
Fotbal,2.italská liga,2025-01-12,Cosenza,Mantova,2.0,2.0,1.91,3.38,4.1,draw
Fotbal,2.italská liga,2025-01-12,Spezia,Juve_Stabia,1.0,1.0,1.89,3.18,4.52,draw
Fotbal,2.italská liga,2025-01-12,Cesena,Cittadella,0.0,0.0,2.04,3.03,4.09,draw
Fotbal,2.italská liga,2025-01-18,Modena,Frosinone,1.0,1.0,2.03,3.01,4.16,draw
Fotbal,2.italská liga,2025-01-18,Bari,Brescia,2.0,2.0,2.05,3.08,3.93,draw
Fotbal,2.italská liga,2025-01-19,Catanzaro,Pisa_AC,0.0,0.0,3.27,3.01,2.32,draw
Fotbal,2.italská liga,2025-02-07,Brescia,Salernitana,0.0,0.0,2.78,3.04,2.64,draw
Fotbal,2.italská liga,2025-02-09,Spezia,Palermo,2.0,2.0,1.9,3.25,4.37,draw
Fotbal,2.italská liga,2025-02-15,Catanzaro,Cittadella,,,2.06,3.16,3.79,draw
Fotbal,2.italská liga,2025-02-15,Modena,Spezia,1.0,1.0,3.55,3.11,2.15,draw
Fotbal,2.italská liga,2025-02-15,Bari,Cremonese,1.0,1.0,3.68,3.12,2.11,draw
Fotbal,2.italská liga,2025-02-21,Sampdoria_Genoa,Sassuolo,0.0,0.0,3.28,3.13,2.25,draw
Fotbal,2.italská liga,2025-02-23,Salernitana,Frosinone,1.0,1.0,2.17,3.01,3.63,draw
Fotbal,2.italská liga,2025-02-28,Sudtirol_Bolzano_FC,Spezia,1.0,1.0,4.8,3.36,1.79,draw
Fotbal,2.italská liga,2025-03-01,Carrarese,Cremonese,2.0,2.0,3.98,3.27,1.97,draw
Fotbal,2.italská liga,2025-03-02,Modena,Cosenza,1.0,1.0,1.77,3.37,4.86,draw
Fotbal,2.italská liga,2025-03-08,Sampdoria_Genoa,Palermo,1.0,1.0,2.38,3.04,3.13,draw
Fotbal,2.italská liga,2025-03-15,Cesena,Spezia,0.0,0.0,3.61,3.05,2.16,draw
Fotbal,2.italská liga,2025-03-16,Sudtirol_Bolzano_FC,Carrarese,2.0,2.0,2.2,3.02,3.53,draw
Fotbal,2.italská liga,2025-04-05,Catanzaro,Bari,,,2.31,3.06,3.25,draw
Fotbal,2.italská liga,2025-04-05,Palermo,Sassuolo,,,2.69,3.21,2.6,draw
Fotbal,2.italská liga,2025-04-05,Reggiana,Cremonese,,,3.72,3.18,2.07,draw
Fotbal,2.italská liga,2025-04-05,Frosinone,Cosenza,2.0,2.0,1.92,3.18,4.36,draw
Fotbal,2.italská liga,2025-04-06,Catanzaro,Bari,3.0,3.0,2.29,3.05,3.29,draw
Fotbal,2.italská liga,2025-04-11,Bari,Palermo,,,2.74,3.01,2.7,draw
Fotbal,2.italská liga,2025-04-12,Carrarese,Catanzaro,,,2.44,3.06,3.02,draw
Fotbal,2.italská liga,2025-04-12,Modena,Sassuolo,,,2.98,3.07,2.35,draw
Fotbal,2.italská liga,2025-04-12,Reggiana,Pisa_AC,,,3.52,3.07,2.18,draw
Fotbal,2.italská liga,2025-04-12,Salernitana,Sudtirol_Bolzano_FC,,,2.15,3.06,3.63,draw
Fotbal,2.italská liga,2025-04-12,Sampdoria_Genoa,Cittadella,,,1.7,3.38,4.94,draw
Fotbal,2.italská liga,2025-04-13,Cremonese,Juve_Stabia,,,1.69,3.47,4.82,draw
Fotbal,2.italská liga,2025-04-13,Mantova,Spezia,,,3.77,3.44,1.89,draw
